replicate,K,placebo,date,real_mae,placebo_mae,direct_mae
0,8,ShuffledResidual,2024-11-01,218.28405141624518,201.08040905967397,237.3174618741344
0,8,ShuffledResidual,2024-12-01,275.4886539662374,249.16058913542105,263.146140287739
0,8,ShuffledResidual,2025-01-01,436.6129485211687,422.1979582887406,431.45556332635675
0,8,ShuffledResidual,2025-02-01,206.34474440324308,246.69968282530976,264.1567891998282
0,8,ShuffledResidual,2025-03-01,233.21410477993453,215.52740481454356,239.83087563015928
0,8,ShuffledResidual,2025-04-01,230.94848401576468,210.0069325854388,231.81590957533052
0,8,ShuffledResidual,2025-05-01,427.77619110244285,401.73637776284556,411.7208706058025
0,8,ShuffledResidual,2025-06-01,601.6579328539063,573.3312351569626,569.0836718630053
0,8,ShuffledResidual,2025-07-01,236.303975756623,240.62226384772362,228.138192119828
0,8,ShuffledResidual,2025-08-01,282.9940455580694,314.45505033238635,310.55791656655526
0,8,ShuffledResidual,2025-09-01,445.4325947538532,352.3132489211172,485.3363494438246
0,8,ShuffledResidual,2025-10-01,373.07478846032274,358.9609917545479,318.21135703506434
0,8,ShuffledResidual,2025-11-01,751.4302735638167,818.6936709917513,769.6289563678794
0,8,ShuffledResidual,2025-12-01,1213.2865355987185,1311.8964600637728,1492.9689729604302
0,8,ShuffledResidual,2026-01-01,651.3695724664143,725.6368115453895,614.941086788998
0,8,ShuffledResidual,2026-02-01,405.98713650704633,448.51542559825845,324.3474044047669
0,8,ShuffledResidual,2026-03-01,476.85326913711094,579.833189833918,528.6058149005823
0,8,SyntheticResidual,2022-01-01,394.04025774832036,420.8192666836418,426.78840220278636
0,8,SyntheticResidual,2022-02-01,319.81710476293483,311.82944507153474,294.03242144519254
0,8,SyntheticResidual,2022-03-01,550.4341992686751,512.9186891676221,710.6322136153665
0,8,SyntheticResidual,2022-04-01,209.36263101500276,195.49414150347425,214.47323098139293
0,8,SyntheticResidual,2022-05-01,259.56708866615844,274.9493902176169,272.6729977376987
0,8,SyntheticResidual,2022-06-01,356.8913875357524,374.1589337767219,509.0640985202476
0,8,SyntheticResidual,2022-07-01,279.52559952614547,312.5683988163554,246.95414129471632
0,8,SyntheticResidual,2022-08-01,320.657036994625,334.29147246007386,357.61299594765376
0,8,SyntheticResidual,2022-09-01,402.0660850963766,329.207138136692,400.34177163642494
0,8,SyntheticResidual,2022-10-01,339.8777633645026,417.3631236085972,385.78729955486926
0,8,SyntheticResidual,2022-11-01,816.2911364873013,840.0794759112171,843.0826892800106
0,8,SyntheticResidual,2022-12-01,1767.904556878199,1856.6370611749403,1905.9096616972645
0,8,SyntheticResidual,2023-01-01,796.611144828077,869.5353231975848,648.5690482138932
0,8,SyntheticResidual,2023-02-01,274.4169598223024,417.1224734630213,363.46919384469663
0,8,SyntheticResidual,2023-03-01,987.7431701894594,1183.8718007236496,1145.1938821494766
0,8,SyntheticResidual,2023-04-01,174.76281248684546,136.37194989190476,220.6790620141364
0,8,SyntheticResidual,2023-05-01,424.39660419290306,273.5064203885951,382.0346175729089
